pathway	M100	M101	M102	M103	M104	M105	M106	M107	M108	M109	M10	M110	M111	M113	M114	M116	M117	M11	M12	M13	M14	M15	M16	M17	M18	M19	M1	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M2	M30	M31	M32	M33	M34	M35	M36	M37	M38	M39	M3	M40	M41	M42	M43	M44	M45	M46	M47	M48	M49	M4	M50	M51	M52	M53	M54	M55	M56	M57	M58	M59	M5	M60	M61	M62	M63	M64	M65	M66	M67	M68	M69	M6	M70	M71	M72	M73	M74	M75	M76	M77	M78	M79	M7	M80	M81	M82	M83	M84	M85	M86	M87	M88	M89	M8	M90	M91	M92	M93	M94	M95	M96	M97	M98	M99	M9
PWY-7221	9921.8569	13243.2255	56585.7513	46015.4949	31089.5534	120765.596	98543.8934	84969.7679	44450.3486	72791.1703	45210.0601	63456.9965	43909.6029	29353.6578	39174.1598	55918.5381	39680.8423	57010.5543	37652.239	23665.8295	26944.9512	37573.1173	98179.2518	26362.3116	43692.7268	22554.3953	43666.3986	68788.8829	1529.8924	43521.4397	59019.7066	39200.193	14936.3024	25674.4495	19087.3748	52115.7429	16728.0486	23466.844	499.4909	17792.1362	47903.5198	37209.8868	26934.8631	20853.3391	12595.0871	46204.438	40728.6616	51745.3158	38996.2044	54245.9587	11818.6252	27012.226	22587.9412	20418.6273	46935.8983	14790.466	40439.116	40959.7018	20587.4095	27015.9795	31709.8822	39222.5524	30600.1953	62532.0881	13254.3686	103093.7999	145869.071	34883.8081	40023.1229	29234.4114	16369.9331	12924.5434	28972.0381	24329.3236	21454.4572	105103.9969	38097.823	26104.7413	47366.8486	23656.6753	35967.2297	39057.1632	89842.1411	144515.6545	35848.6782	95085.9908	28811.6958	60084.3008	83734.4628	37636.5457	114348.2589	116315.8177	35782.3886	152339.1094	94660.3462	127913.1842	119906.4422	69107.9906	184078.5941	112046.033	114833.9999	153546.9444	55644.7881	160176.4598	65771.1384	63237.0061	57950.7098	44685.7751	43075.4452	70080.4098	58419.7769	38968.5396	29151.1214	31803.7178	34442.6481
PWY-7222	7975.2189	11169.2984	50379.7227	34357.9313	22615.7236	70549.8586	64961.9167	72597.639	31525.728	44491.5804	35410.8291	46712.8548	39610.0243	17676.058	33674.4896	48039.3699	31409.3724	50060.0589	28621.533	17692.8367	22879.8107	31562.1998	72891.0548	18773.5589	33332.8988	19254.3247	34196.2205	55170.4572	1765.5469	31156.6475	42257.2648	38539.5569	12893.1456	21901.8168	13077.101	42975.4416	14151.4303	20584.9703	248.2222	14009.8086	31916.4181	24401.4316	22827.6782	19083.7416	8499.3792	45918.8219	33465.3596	39889.7562	35180.8911	40134.3423	7457.5779	24755.0139	16614.3556	12861.0723	33318.2515	10090.4903	32835.9756	39169.7316	20609.7055	21223.8116	25494.108	36732.3797	29642.3575	56409.5893	15545.5486	107483.485	138646.0281	25489.7878	36792.8669	23100.2984	14664.424	13635.7045	22291.6824	22084.5321	20278.2423	100064.3919	32078.6147	21110.2976	31803.1486	19142.0365	30522.7802	25639.8392	80193.4527	134310.3902	30113.0757	83401.6918	24483.9729	59939.1615	73805.06	30599.294	92940.2325	99924.9321	27808.983	126870.3129	97590.7181	129148.9779	104018.2254	55345.744	171171.9786	83291.0443	102852.5409	144349.1764	43836.9534	136256.5448	58411.1926	48815.2188	44225.6467	36659.6016	23494.0703	78357.2681	57538.1217	36029.0624	22034.1791	25457.5942	26895.5066
PWY-7228	2300.3067	3518.7749	16221.9497	11865.3021	7253.0741	13156.586	14897.4598	19129.1539	9513.9634	8830.4139	10692.9129	11727.7094	14485.8616	4395.9307	8840.6036	15625.503	10325.8947	15043.8995	6407.1227	6053.9922	4120.9476	9729.0123	22484.5132	2975.2848	8777.6164	6205.9389	6944.8781	11986.5892	1523.4298	8717.6897	9783.3105	16763.3297	3551.6814	5630.9983	4304.5093	13439.915	5257.5519	6958.0836	122.8772	4903.5255	11216.763	6139.9112	8026.5254	4789.1956	2997.6483	20100.96	10215.9262	11592.3923	11269.5692	11450.4	2175.9513	8928.2206	4576.0604	4870.9215	12343.9797	2588.1374	8711.79	16922.2998	8214.5472	6081.8245	9946.1069	17959.6756	13239.7227	20642.2009	6376.8204	45211.1235	50743.9261	5744.9467	16184.8889	7171.1227	4477.7033	6845.8744	7272.5547	8892.7031	6515.5305	38190.4547	12663.1635	5984.8534	11619.1293	5487.5126	10580.6344	6222.663	26108.0968	59347.7982	7302.2567	18273.3475	8878.8522	17183.9762	20345.7638	9499.1314	21420.1977	25501.6703	10465.6044	56960.8786	36320.9388	48637.0763	39505.6892	15250.6623	57023.4227	31142.0219	34961.131	56488.3714	11955.8187	25035.8473	22716.2094	14738.2372	14024.4118	13210.354	5649.2118	26049.5461	22213.3361	9627.9388	8113.4343	9114.1981	5570.5376
PWY-7229	10489.9638	14126.7882	61350.9049	47521.3378	32191.2292	115115.5548	98354.7451	91353.5511	45409.1652	70547.0102	47152.9212	66147.4898	47982.8791	28288.2517	42092.4291	61048.7755	42002.0575	61708.2971	39250.9528	24374.6724	28773.4248	40997.2346	102684.3675	27160.583	45094.0969	24188.6345	46111.0771	72398.4127	1824.7505	45275.9795	60804.3583	43016.7589	15928.5899	27419.0796	19430.898	54920.5848	17910.7074	25389.5115	445.7079	18680.9393	47623.6726	37045.2286	28669.0808	22875.1188	12732.2124	50503.1587	43351.3621	53978.8155	42630.4786	55286.9664	11687.623	29516.3114	23195.4991	19911.0564	47310.3604	14960.7652	42545.8541	44542.5451	22806.333	28508.9778	33160.2001	43007.1319	33216.7418	67193.825	15021.6629	114838.3645	158387.2372	35576.601	43507.4184	30929.2586	17796.1416	14502.2746	30347.7277	25753.1651	23665.7795	114020.2616	40405.9685	27527.0864	47015.7121	24959.9803	38129.3234	38731.3562	97469.6535	155451.9468	38673.6139	103775.1397	31069.8006	68372.7021	90772.2823	39843.9755	121759.7787	125007.8739	37293.275	161999.1897	105254.153	142308.0301	129213.8046	72563.6449	201059.606	118183.3265	125507.105	168071.3479	58494.3812	172326.9916	70813.6712	65853.3617	60093.0113	47655.0615	40307.3953	80932.8681	64386.8684	42916.1123	30006.2198	33404.6257	36324.6716
PWY-7234	3025.8881	3912.377	20430.7764	12166.3912	6689.3319	19004.1918	17834.0106	22224.978	9926.2106	18058.4817	15370.2871	10111.5088	16699.1931	7119.3946	14254.3744	15700.599	8578.8527	24906.1183	15530.5356	8077.3447	12599.3047	14983.9189	31379.1074	8906.2189	21022.9489	9575.5817	12558.4715	25533.4043	975.9907	13543.4109	16588.8295	16655.3821	6112.9338	9590.3461	5466.5705	20926.8085	5215.5471	8396.7913	130.1245	7345.1607	9386.4383	11225.0775	8469.1304	7756.1711	2693.7179	24936.7063	10534.5782	20744.3129	12969.6519	20680.7715	3498.438	7199.8837	5628.2605	3778.6568	14513.2107	3107.0281	15747.8877	20029.4974	10216.0136	9231.9913	10080.8181	9052.948	19377.5782	25194.9241	4687.1451	45171.7045	58338.6429	11776.4391	12310.6546	9062.1567	5844.1647	7934.0347	8923.3673	14207.4643	7434.0564	64844.5828	9458.1538	10958.3059	13434.7711	6937.7076	15831.3838	12569.0049	28137.1068	84554.5524	14341.2536	40793.0768	10219.4551	21801.9977	38212.0855	12224.0996	50281.8363	54526.4297	12398.7909	52731.8247	36362.7424	43038.0241	44779.3727	22674.9646	90901.3736	19653.2623	44092.2939	41770.4141	14444.163	46130.6052	31063.8001	22135.6548	11738.1886	11486.9312	6542.8289	19424.0015	18586.3486	11045.5831	7819.7538	10298.2732	11999.4995
PWY-7237	941.75	1324.5	4495.75	2764.25	2012.75	1159.0	4058.0	8439.5	2312.5	4603.12	4189.75	2323.25	5301.25	1716.75	4658.25	3697.75	3644.5	8634.13	4497.0	2573.0	4719.25	3901.37	9018.0	2642.25	7416.87	2291.5	3957.0	4866.75	27.0	3769.75	4411.0	3224.25	1269.75	2118.75	1753.25	5641.25	1487.75	2152.5	15.0	1571.0	2370.0	2252.5	2088.25	2254.25	546.75	6686.13	2097.5	6975.5	3397.75	5816.38	1008.75	1157.5	1197.5	1254.5	3531.75	683.0	3013.0	3844.75	1335.0	2734.13	1473.5	4148.75	1525.0	3411.37	1537.62	10869.38	15200.5	3324.88	3329.37	2253.25	1456.0	3232.0	2632.25	3741.5	2447.25	19552.39	3096.5	2922.25	4298.0	1410.0	4483.0	3796.25	6964.0	12625.37	4297.0	13085.75	3247.5	6839.75	10176.38	3616.25	17168.75	15679.5	3057.25	17867.37	9752.75	14452.25	16198.5	3530.75	37063.12	7659.87	12910.75	8648.25	3805.38	10923.75	5470.88	5487.5	4473.0	2598.5	1498.25	5853.73	4007.75	2410.25	2715.25	2503.75	3934.0
PWY-7242	7463.8628	10433.3462	35874.4001	32045.2327	21842.1682	76697.4159	58169.2651	66979.8236	27430.6174	42065.7286	30660.0581	53756.3748	26032.1443	16477.5331	25179.9431	45465.5146	32221.8866	39086.1551	24228.3634	15185.4002	16949.2756	29247.7346	69198.7107	19658.8249	25775.4252	12292.0306	29316.9833	44037.1311	722.9004	29022.3573	32449.0099	28145.5112	8956.0532	15491.7023	11655.2388	32583.9546	13459.118	17235.9013	123.9579	12026.93	29901.9547	22627.235	19435.2037	15178.5355	7614.8527	28638.0978	34349.6734	30252.4666	29936.0689	36585.5473	7461.2859	18169.6307	16655.3302	14125.6638	28553.8942	9307.5789	20902.6076	27232.5446	14522.4222	18175.6861	19422.8884	32649.2931	17284.7738	44406.5282	9572.2534	70358.8115	103090.0938	20772.2204	29642.5945	19932.1239	10890.1605	8995.2687	19465.9204	12450.0401	16929.773	55123.9384	25720.2883	16100.9014	27724.7007	17000.8968	23961.8596	25033.8992	48785.7813	88916.1582	25614.5577	65440.7695	20048.49	38078.966	44319.9784	26962.6802	71751.1118	63981.0052	23010.0935	107118.3752	66379.2724	104751.4253	81446.8791	49911.9459	108502.4946	83767.3644	68153.0748	131410.6336	40435.4292	129321.8824	42289.6897	46715.6886	41351.966	34299.1242	21255.5775	41707.8413	41223.4924	24043.0947	21583.4303	23874.0526	25040.0849
PWY-7254	0.6	27.0468	872.2513	318.2696	61.6142	162.7426	182.9834	470.9247	328.7786	171.3377	302.7739	69.4812	4476.0102	32.5806	582.7872	139.7595	56.2507	144.3563	15.9246	118.2022	87.2831	23.8693	45.1652	177.9966	1385.9069	21.1046	6.9891	412.7884	994.7063	8.1289	201.5456	61.9354	155.1107	47.9221	136.8324	130.7361	29.4516	162.6545	84.084	96.6829	102.8107	387.7069	163.2282	2.0098	133.0095	3079.9819	168.9564	351.8755	8.5786	1682.7585	0.6	95.7296	5.9987	116.3878	72.2134	11.8422	522.7071	64.4774	1083.2355	14.5742	216.3739	627.04	93.6027	417.0883	114.4325	2936.1403	1102.2049	141.7786	12.2073	15.9832	16.9967	4756.5036	11.9962	117.0378	8.0078	489.9131	68.5074	6.5986	81.3955	3.9895	104.3975	55.1372	3818.1004	333.3115	23.2686	104.9119	19.9999	167.6393	116.2993	15.445	293.3088	51.5807	21.2904	284.6426	140.3192	58.1805	1057.1307	17.3961	2501.2138	72.0278	246.4364	1068.3192	193.7261	65.9784	688.7694	657.4278	124.8267	76.7582	16.8843	1612.6694	12.208	65.2764	254.6615	1208.9254	13.2557
PWY-7286	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.6667	0.0	0.0	1.3333	0.0	2.6666	0.0	0.6667	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6667	2.6666	0.0	0.6667	0.6667	0.0	0.0	0.6667	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6667	0.0	1.3333	0.0	0.0
PWY-7315	3237.0399	3682.6109	20496.6422	17474.4624	14023.0597	71524.5854	51953.7224	29698.5694	21394.1515	39251.3007	16159.5438	29741.3899	19971.8414	15694.4308	15959.1349	20623.574	17550.5855	20071.5482	15506.4089	10195.8051	9341.0601	17136.8642	48253.5414	12246.3338	15682.5136	9837.557	19599.9838	29531.2146	84.9482	24240.3993	31841.9401	11472.6886	5852.1762	9342.7778	10381.703	17219.0255	6599.2077	8165.0256	88.9693	6307.6862	23798.592	17711.8234	9420.3611	6107.3144	7024.8501	11780.9028	13885.9696	20987.557	13216.8	18009.7931	6079.3642	10687.0276	9727.1544	10208.2015	19918.2848	8206.3253	16477.0164	11988.6762	6261.0001	12014.5087	12924.3549	14545.2556	9146.9647	19516.462	3910.1229	27943.4703	47451.7272	15560.43	14562.2027	14355.6077	6410.06	4562.2357	13244.4284	6124.5801	7064.5958	31492.7864	16920.0671	11251.3453	23720.4873	9376.5427	11175.6179	18536.1469	44008.1442	46478.7844	14679.4672	39646.3129	11398.7465	20623.7363	36528.9427	13276.817	50844.2394	46671.9251	16503.2995	60485.3835	23982.6143	27158.8939	44499.0704	26530.9382	50554.3016	58791.0345	49349.9847	37692.8	22967.5918	50770.6824	19343.9057	24266.3067	23523.3741	18383.2177	27789.3198	24720.1858	15176.5796	17005.4837	10359.1249	10716.7703	15613.3234
PWY-7323	4989.691	6974.457	30538.3594	19751.2711	14785.6401	19615.1441	32569.4143	43679.7919	21770.7862	26809.5228	22832.9306	29657.4446	19496.0071	13639.5503	19902.113	35712.1846	21456.0094	35959.7919	19061.3445	13310.3051	13308.8005	24385.1611	57593.8173	12027.4914	21804.4238	12345.0708	18548.3811	30354.9217	181.3139	26072.0392	25974.5178	28949.306	5703.7098	12259.641	10582.1249	23824.9157	9175.5281	14444.2986	147.6003	7840.6555	23323.9718	14233.6615	13968.7964	10110.8438	5465.333	24490.7095	20453.524	23690.9817	23710.9612	24417.3849	5741.8015	14302.1974	10431.9756	8827.4766	25440.2304	5637.2103	16608.146	23905.059	9699.9745	14938.1495	16363.6353	24877.7909	11369.4519	35170.7796	8833.0356	61814.125	91311.5327	14015.0136	24997.8486	15567.4867	10172.9985	7097.264	15270.3755	11472.4323	13147.2331	55908.6284	17722.6042	13536.153	21929.8211	11795.7992	18981.6777	18123.591	33856.7127	73683.7191	19921.0166	56774.7337	19080.8201	36900.9378	52696.555	20383.015	61146.0322	61037.1184	20445.7317	102174.6944	62365.5693	85821.6592	77638.9124	29181.2152	95612.8829	62242.1229	60640.2462	90691.4865	26168.412	87596.9144	27166.5494	30396.8333	30885.2058	22086.8382	16855.0356	27349.311	37464.2229	17925.4408	14622.2767	15783.1055	16010.556
PWY-7328	1857.105	3023.5988	14871.6498	13624.8165	5903.0616	25697.6289	29767.8512	17928.2788	10055.9552	16163.9386	11609.8567	10080.6812	15864.4177	5679.6232	11142.8751	10887.5945	9520.7111	12341.6962	8011.6264	4695.2862	4011.8719	6266.2493	15045.8379	4825.7918	8149.7882	5252.3546	8880.6534	15689.2579	951.5802	6167.8342	12203.7815	6207.0632	4363.8725	7388.2904	3893.4126	14647.1909	2604.5534	5291.9871	93.3147	4973.4737	11759.686	7910.142	5376.9281	5071.0043	2718.9092	15389.7944	9622.0255	12839.4069	9098.7005	13187.7924	1990.5779	7430.4942	4208.0759	4304.465	10355.3781	2894.7205	11542.0089	10504.7681	7153.2525	5072.6807	9740.2082	9259.4103	8417.9892	16736.9995	3180.6732	39074.3957	38404.5893	8370.6108	9604.2372	5223.6813	3362.094	5737.3486	6333.784	6526.7963	4351.0735	30005.7554	9602.7271	5572.8229	7883.8033	4522.3608	8846.5508	7307.0531	34108.132	45765.4302	6602.5418	19081.6875	5694.1369	12550.0136	19358.3881	8867.9252	23923.5399	28099.1615	6130.174	29306.8319	22073.6289	33693.5105	29446.9459	19466.2662	55255.1074	20224.5228	33940.6275	42994.8571	12237.3623	44251.1021	19016.071	13712.3594	14539.813	9489.9798	7711.9683	26356.2906	15180.8837	11317.6807	6844.3103	7302.9178	6195.8152
PWY-7332	526.1024	1215.0677	4255.2672	2890.194	2346.8862	6069.4369	5669.9372	6242.4119	2214.6939	4484.987	5796.7054	4011.6283	1082.319	1510.1213	3380.3139	4044.6125	3997.5705	3574.5293	2254.6016	1537.0104	1315.8324	4498.7774	6483.2711	1490.5837	2111.2995	1095.6908	3148.6535	4210.9321	0.0	2966.357	3698.321	4647.5691	730.4527	1273.6167	798.4651	3811.7536	1450.096	2512.7698	6.8898	1420.5052	3755.738	1595.6403	1930.3963	1342.0101	727.7484	2947.2334	3491.7788	4018.6569	4071.4063	2896.3214	845.8405	1723.2663	1720.5482	1569.4175	3260.8754	573.9277	2007.9409	4058.9669	835.5471	2221.7349	2317.6769	2583.484	3300.7243	6449.4794	552.1194	7142.67	6579.1232	2369.0836	2521.5734	1038.0178	1100.9219	1212.0232	1175.8002	1230.3696	972.9062	5526.941	2636.9763	856.7329	2143.7819	2282.5641	1897.0637	3110.58	3750.614	11124.7583	1838.6096	5713.1422	2246.8944	4178.9567	5152.0884	1962.2127	4838.1513	4479.7672	2948.4597	14815.1867	4126.4491	11227.7141	6158.0138	6263.6365	6529.8871	6607.0878	3761.8546	15371.6496	3807.5069	7683.7535	2990.8769	3669.8588	5363.4036	4737.273	1320.9041	3283.7079	5250.6589	2123.3373	2227.5796	2408.1531	2022.4609
PWY-7347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7371	1237.9	1500.2	6133.7	4175.7	2534.7	931.7	5926.9	8587.6	4003.6	7073.8	5985.4	4240.9	5464.5	2815.8	5861.3	6353.2	3272.2	11385.8	6095.0	3396.9	6018.0	6441.1	13566.2	3742.4	9318.3	4423.8	5195.6	10304.7	89.1	5627.7	6246.9	7433.9	1652.2	3290.0	2158.5	7652.6	2056.6	3460.8	19.7	2160.4	3617.2	3596.3	2940.9	2789.8	904.9	8373.0	3491.3	8820.2	5585.4	7499.3	1395.1	2663.2	1843.1	1266.0	5094.3	979.3	4735.8	6380.6	1788.4	3854.5	3177.6	3201.5	2881.0	5725.2	1700.2	15075.7	17077.4	3955.9	4843.6	3706.9	2545.7	1952.4	3604.3	4754.3	3071.9	24544.8	2491.0	4017.9	5061.7	2504.8	6212.4	5138.7	8382.4	19265.7	6069.1	18517.3	4394.3	10447.5	16783.8	5757.3	22543.8	23222.5	5026.8	22261.3	13720.8	17816.3	17908.1	4105.2	43110.3	7687.2	13708.2	13712.2	5287.5	19340.1	6247.3	7500.5	3918.4	3585.0	2460.8	5851.6	7244.4	2757.6	2942.3	3778.5	5196.9
PWY-7374	685.3478	1066.9853	4458.266	3005.0869	1976.347	347.3886	3161.1063	3786.5868	2587.4459	3649.1716	3922.2934	2673.0451	3490.1932	1969.9227	3429.0508	4392.0309	2155.3295	7082.5144	3300.9802	2095.7438	3103.9484	4461.7449	10308.7494	1928.3154	4860.0982	3199.5611	2933.4293	8246.5619	77.3063	3734.9195	3470.7222	6777.5893	972.6148	2190.8815	1441.3973	5435.5661	1650.2684	2709.5495	13.3509	1379.9695	2874.7381	2407.9829	2171.4978	1568.1876	736.9746	5054.5418	2692.1049	4557.3425	4252.105	5101.6049	971.0842	1978.6115	1414.3554	1038.818	3979.8181	711.069	3496.1936	5277.9842	1377.5437	2455.5874	2532.62	2393.3356	2029.4018	4271.6202	1270.3088	10927.5119	10908.5447	1900.4036	3621.3548	2755.4597	1903.1609	1547.276	2301.6309	2260.3617	1867.5709	14065.1393	1237.2517	2503.2035	3312.8455	2118.5066	3678.804	3043.4974	4228.455	14384.7104	3782.7798	10924.8585	3036.2092	6493.4343	10420.7355	3681.6878	11031.3524	14518.9443	3965.3523	15551.4658	9697.3958	10511.887	12226.3971	2648.0416	22779.9253	5056.6715	5881.9334	9698.9602	3649.3549	13745.8996	3174.8084	4636.9958	2773.6265	2493.286	1816.6821	3628.6595	6085.913	1965.3806	2205.2942	2625.4161	2990.5058
PWY-7376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1948.5346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7377	241.1331	493.0382	1120.1677	2959.1238	907.1596	3170.7476	2981.3418	2816.7193	2688.4412	2783.4601	1736.5867	4833.032	949.4576	791.3202	1261.836	2662.7651	1123.8506	691.5921	464.5235	562.3534	362.9372	460.6388	1107.9936	251.658	541.0337	399.8108	819.0406	1046.8372	3.9739	531.9818	1557.2112	551.091	297.4692	665.4193	534.195	1168.2627	439.5424	859.6114	7.7803	445.3147	1955.078	781.2881	624.6626	516.0959	308.7518	1735.8837	1453.2917	1615.8813	778.4251	961.2316	237.7557	995.0045	812.0476	686.9498	2012.079	240.4976	436.8246	1548.2374	520.8036	336.5915	1146.4942	2841.5373	1293.1472	2152.1148	305.4866	2237.3102	6230.9543	991.1898	1889.9622	1068.5149	248.5309	997.6259	1127.3208	864.3551	851.192	1916.0917	1568.9574	567.9509	2161.008	597.3879	770.9276	749.1714	1752.2353	4905.705	580.494	2279.2384	1141.9335	1330.4875	1195.8177	2568.9968	2203.5835	5984.7409	689.0907	4540.5422	5883.4692	7583.5554	10148.6724	2459.9713	3790.6573	5498.7101	2929.663	14642.6174	1276.2073	1398.6874	1516.7967	1949.8894	1523.8552	1512.5899	888.8178	585.8502	3250.9886	601.45	958.7492	565.6682	400.0913
PWY-7391	0.0	0.0	0.0	5.9806	0.0	0.0	0.0	0.0	0.0	1.9974	0.0	0.0	3.9953	0.0	7.9376	0.0	1.9835	0.0	5.9633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.989	7.9935	0.0	1.9929	1.9959	0.0	0.0	1.9971	0.0	0.0	0.0	0.0	5.9807	0.0	0.0	0.0	0.0	5.998	0.0	0.0	11.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9949	0.0	3.9676	0.0	0.0
PWY-7392	410.8421	1357.4413	8522.0876	7177.772	1469.4481	21092.7224	14112.7541	3312.7686	1570.702	5651.2126	4105.6862	1210.9205	15396.3806	861.6519	3934.2428	1654.9862	1022.8771	2640.685	3788.3687	1507.7663	836.9558	2294.0646	1027.9449	1307.9153	5522.718	1484.6733	2278.3099	9609.2079	35.2708	671.5509	3254.089	1367.9959	6092.6326	9001.0917	680.0891	6383.1366	1303.5773	1001.5588	5.9399	4795.748	1329.0284	4551.1922	2578.1748	4801.9025	744.0395	17276.2299	2967.7878	7123.0232	829.313	6246.7164	414.0448	1552.4856	1725.1743	1468.9732	3944.8382	985.3458	16904.8324	9891.3364	9156.6081	847.1117	3808.5718	3875.5754	14912.7542	15387.9222	1383.8752	34822.6105	34325.3942	6268.6505	1796.2251	1118.1072	372.0651	3220.6018	1043.8447	8223.392	911.1234	38900.3029	8066.5951	3277.0394	2698.0081	1722.0306	4426.1741	1560.8592	28147.6719	61062.0914	2782.5753	4734.3548	1192.2318	3087.9728	6008.2983	2420.1298	7383.048	26250.8235	1680.7316	7876.9577	10373.0724	6304.0157	26478.821	16194.6421	52831.3111	5608.0417	17966.4446	24802.1515	3006.9874	2234.6011	26204.2625	8943.7803	3167.5942	4180.931	1343.746	37506.886	3288.1862	12326.136	2210.4602	1147.5812	855.219
PWY-7400	8717.794	11052.1503	46232.8301	41292.5647	27759.7497	115424.3678	92073.8824	72572.118	40385.7474	68611.8229	38574.1064	59113.6121	38394.6805	26523.6258	32888.0805	47335.7757	34483.4652	45222.9628	32717.1359	19624.6614	22952.4132	31904.3756	85407.9579	24208.806	36174.6731	18983.8606	39941.3794	60013.7445	1557.9389	38151.1456	52974.1419	27200.2664	12131.868	20610.811	16761.8352	43983.7803	14008.8314	19105.3716	481.186	15567.3786	43170.2586	34191.0548	22337.9396	17600.0067	11622.9736	36137.4581	36003.4566	44912.5631	32327.1619	47149.4694	10779.3998	22899.0851	19776.3335	18380.8048	39339.4999	13625.2262	32386.9883	30929.9714	16685.6109	23162.9245	26876.9463	31295.4545	23920.2361	48125.8078	9989.0008	80040.5103	102642.6337	30748.7553	32996.3686	25653.6163	12785.9989	11483.3302	25065.4869	18595.2325	17368.1125	78881.5138	32034.2999	22005.0152	41838.1695	20179.0387	29555.7264	35082.4652	80179.1692	107387.6316	30714.7174	78759.6923	23310.493	48671.4572	66381.6928	32099.4339	99183.836	94823.5404	29649.4625	121181.6979	68609.4776	96604.6696	92637.7212	60519.6429	150415.7718	99151.1254	97375.0715	121729.7816	48135.617	141037.8787	54971.5894	54961.3363	48703.938	39348.2098	40078.8265	58072.0978	44502.4666	32412.07	24804.1528	27228.7861	30602.8146
